iter	Logloss
146	0.4617118846
147	0.4615904872
148	0.4615176612
149	0.4614188796
150	0.4613250426
151	0.4612499769
152	0.4611276044
153	0.4610283327
154	0.4609340798
155	0.4608437968
156	0.4607324015
157	0.4606480171
158	0.4605417087
159	0.4604841612
160	0.4604233508
161	0.4603603039
162	0.4602899003
163	0.4602274686
164	0.460139682
165	0.4600672557
166	0.4599996014
167	0.4599054635
168	0.459821845
169	0.4597721436
170	0.4597221825
171	0.4596215327
172	0.4595191026
173	0.4594304444
174	0.4593575549
175	0.4592929655
176	0.4592116886
177	0.4591008374
178	0.4590279666
179	0.4589443027
180	0.4588897236
181	0.4588312522
182	0.4587819724
183	0.4587414174
184	0.4586484116
185	0.4585858971
186	0.4585069182
187	0.4584334429
188	0.4583769529
189	0.4582948819
190	0.4582177186
191	0.4581359271
192	0.4580609304
193	0.457957399
194	0.4578969946
195	0.4578167486
196	0.4577476936
197	0.4576789929
198	0.4576471997
199	0.4575981062
200	0.4575261773
201	0.4574368912
202	0.4573746331
203	0.4573103785
204	0.4572527634
205	0.457180627
206	0.457104326
207	0.4570602512
208	0.4569861049
209	0.4569235301
210	0.4568531887
211	0.4567790563
212	0.4567186473
213	0.4566888089
214	0.4565883518
215	0.456514369
216	0.4564411575
217	0.4564101111
218	0.4563570796
219	0.456276218
220	0.4562348103
221	0.4561786106
222	0.4561077038
223	0.4560452906
224	0.4559834724
225	0.4559393721
226	0.4558827792
227	0.4558263182
228	0.4557631226
229	0.4557033409
230	0.4556406111
231	0.4555840108
232	0.4555268257
233	0.4554806924
234	0.4554345235
235	0.4553771436
236	0.4553180245
237	0.4552421522
238	0.4551662816
239	0.4551173602
240	0.4550851894
241	0.4550338607
242	0.4549598265
243	0.4548954688
244	0.4548155501
245	0.4547534708
246	0.4546989963
247	0.4546491706
248	0.4546051112
249	0.4545450589
250	0.4544871507
251	0.4544107568
252	0.4543582147
253	0.4543288798
254	0.4542787448
255	0.4542321769
256	0.4541538142
257	0.454096599
258	0.4540581072
259	0.4539883223
260	0.4539528477
261	0.4538801749
262	0.4538183872
263	0.4537590016
264	0.4537037775
265	0.4536423069
266	0.4535834737
267	0.4535275982
268	0.4534699647
269	0.4534429724
270	0.4533891589
271	0.4533415594
272	0.4532786217
273	0.4532125668
274	0.453167465
275	0.4531252052
276	0.4530530571
277	0.4530021735
278	0.4529410395
279	0.4528848043
280	0.4528274511
281	0.4527934617
282	0.4526945799
283	0.452622075
284	0.4525754771
285	0.4525260419
286	0.4524797442
287	0.4524484282
288	0.4524019109
289	0.4523595432
290	0.4523119515
291	0.4522818892
292	0.4522077326
293	0.4521610705
294	0.4521005699
295	0.4520513892
296	0.4520047339
297	0.4519207902
298	0.4518965647
299	0.4518285287
300	0.4517715329
301	0.4517030244
302	0.4516507466
303	0.4516076168
304	0.4515642334
305	0.4515145251
306	0.4514715248
307	0.4514265651
308	0.4513756487
309	0.4513449269
310	0.4512795
311	0.4512492359
312	0.4512126007
313	0.4511737248
314	0.4511368967
315	0.4510879237
316	0.4510445354
317	0.4509818899
318	0.4509240467
319	0.45088038
320	0.4508333567
321	0.4507831322
322	0.4507211409
323	0.4506744229
324	0.4506127394
325	0.450557857
326	0.4505068557
327	0.4504718245
328	0.4504432232
329	0.4503900539
330	0.450338719
331	0.4502881
332	0.4502604184
333	0.4501984495
334	0.4501418432
335	0.4500730603
336	0.4500405528
337	0.4499993189
338	0.4499537201
339	0.4498885756
340	0.4498281968
341	0.449796061
342	0.4497277325
343	0.4496763555
344	0.449645243
345	0.4496040106
346	0.449556529
347	0.449513732
348	0.4494761799
349	0.4494155896
350	0.4493880011
351	0.4493469013
352	0.4493027737
353	0.4492612889
354	0.449223622
355	0.449173723
356	0.4491395133
357	0.4491015884
358	0.4490483816
359	0.4490008316
360	0.4489609757
361	0.448907716
362	0.4488838252
363	0.4488328545
364	0.4487950182
365	0.4487619832
366	0.4487177949
367	0.4486784323
368	0.4486261629
369	0.4485628803
370	0.4485186929
371	0.4484781296
372	0.4484251156
373	0.4483814097
374	0.4483335863
375	0.4482912254
376	0.448246853
377	0.4482029212
378	0.4481592665
379	0.4481005478
380	0.4480384099
381	0.4479951426
382	0.4479258498
383	0.4478862742
384	0.4478329633
385	0.4477853871
386	0.44775748
387	0.4477208778
388	0.4476705268
389	0.4476188759
390	0.4475432972
391	0.4474984994
392	0.4474474583
393	0.4474007366
394	0.4473595095
395	0.4473148553
396	0.447287822
397	0.4472328833
398	0.4471753736
399	0.447138721
400	0.4470910077
401	0.4470535921
402	0.4470117671
403	0.4469707541
404	0.4469323309
405	0.4469067227
406	0.4468628489
407	0.4468232082
408	0.4467660391
409	0.4467190275
410	0.4466766633
411	0.4466271289
412	0.4465784998
413	0.4465334993
414	0.4465093059
415	0.4464607567
416	0.4464236719
417	0.4463928211
418	0.446348781
419	0.4462966208
420	0.4462628152
421	0.446206831
422	0.4461628404
423	0.4461203034
424	0.4460757889
425	0.4460294599
426	0.4459693027
427	0.4459436692
428	0.4458901594
429	0.4458269709
430	0.4457683563
431	0.4457194018
432	0.4456600628
433	0.4456155416
434	0.4455766628
435	0.4454953131
436	0.4454458677
437	0.4454005379
438	0.4453746793
439	0.4453254574
440	0.4452815479
441	0.4452338626
442	0.4452018146
443	0.4451705591
444	0.4451318253
445	0.4450886623
446	0.4450622028
447	0.4450281301
448	0.4449846191
449	0.4449418653
450	0.4448956324
451	0.4448226606
452	0.4447736487
453	0.4447310317
454	0.4446964486
455	0.4446529584
456	0.4446047475
457	0.4445471402
458	0.4445159278
459	0.4444704723
460	0.4444274713
461	0.4443738811
462	0.4443219718
463	0.444296931
464	0.4442549242
465	0.4441978949
466	0.4441576117
467	0.4440981243
468	0.4440570504
469	0.4440383983
470	0.4439994105
471	0.4439532479
472	0.4439204542
473	0.443901024
474	0.4438655644
475	0.4438229777
476	0.4437692647
477	0.4437390928
478	0.4437037007
479	0.4436735934
480	0.4436266718
481	0.4435824899
482	0.4435514105
483	0.443515684
484	0.443473369
485	0.4434436787
486	0.4434225142
487	0.443382169
488	0.4433391381
489	0.4432836436
490	0.4432468807
491	0.44321023
492	0.4431606935
493	0.4431450624
494	0.4431047817
495	0.4430583537
496	0.4430095779
497	0.4429687806
498	0.4429123292
499	0.4428746942
500	0.4428447428
501	0.4427743312
502	0.4427409598
503	0.4426923148
504	0.4426548368
505	0.4426317588
506	0.4426002205
507	0.4425617711
508	0.4425127731
509	0.4424913091
510	0.4424444559
511	0.442393095
512	0.4423549218
513	0.4423009789
514	0.442260981
515	0.4422131056
516	0.4421600984
517	0.4421344689
518	0.4420922437
519	0.4420518291
520	0.4420104811
521	0.4419686489
522	0.4419218654
523	0.4418801307
524	0.4418380312
525	0.4417526606
526	0.4417147448
527	0.4416780762
528	0.441639157
529	0.4416024067
530	0.4415628464
531	0.4415368023
532	0.4414936355
533	0.4414486828
534	0.4414017497
535	0.4413705952
536	0.4413368972
537	0.4413020937
538	0.4412576359
539	0.4412056673
540	0.4411714404
541	0.4411352419
542	0.4410905029
543	0.4410511642
544	0.4410070854
545	0.4409846062
546	0.4409428815
547	0.4408986559
548	0.4408475223
549	0.4408207827
550	0.4407434853
551	0.4406885556
552	0.4406441627
553	0.4406075603
554	0.4405677594
555	0.4405392549
556	0.4404962174
557	0.4404374575
558	0.4404007546
559	0.4403499977
560	0.4403067744
561	0.4402627987
562	0.4402297143
563	0.4401906244
564	0.4401446116
565	0.4401104409
566	0.4400759256
567	0.4400300618
568	0.4399948953
569	0.4399574062
570	0.4399029323
571	0.4398665014
572	0.4398279198
573	0.4398152531
574	0.4397832575
575	0.4397356495
576	0.4396833172
577	0.4396140259
578	0.4395799197
579	0.4395389479
580	0.4394994256
581	0.4394566099
582	0.4394132865
583	0.4393799199
584	0.4393440402
585	0.4393010803
586	0.4392733029
587	0.439232914
588	0.4391904323
589	0.4391429419
590	0.4391042906
591	0.4390579268
592	0.4390140197
593	0.4389736585
594	0.4389291883
595	0.4388884303
596	0.438846641
597	0.4388247378
598	0.4387967183
599	0.4387536789
600	0.4387114731
601	0.4386707585
602	0.4386469988
603	0.4386116481
604	0.4385632244
605	0.4385152376
606	0.4384714682
607	0.4384241286
608	0.4383883324
609	0.4383589701
610	0.4383158545
611	0.4382751057
612	0.4382283435
613	0.438194918
614	0.4381604115
615	0.4381037503
616	0.4380551129
617	0.4380120941
618	0.4379787713
619	0.4379563445
620	0.4379267768
621	0.4378784123
622	0.4378349576
623	0.437811999
624	0.4377918683
625	0.437763762
626	0.4377312839
627	0.437693279
628	0.4376597889
629	0.4376170329
630	0.4375734176
631	0.4375244801
632	0.4374791137
633	0.4374485463
634	0.4373974525
635	0.4373488684
636	0.4373116362
637	0.4372718009
638	0.4372239682
639	0.4372005074
640	0.4371710194
641	0.4371288899
642	0.437103061
643	0.4370681422
644	0.4370355288
645	0.4370042051
646	0.4369674456
647	0.436930303
648	0.4368910344
649	0.4368654665
650	0.4368425956
651	0.4368186777
652	0.4367970085
653	0.4367485336
654	0.4367172803
655	0.4366830404
656	0.4366386693
657	0.4365970079
658	0.4365631877
659	0.4365304721
660	0.4364910778
661	0.4364658386
662	0.4364266644
663	0.436381839
664	0.4363464757
665	0.4363262004
666	0.4362810802
667	0.4362360474
668	0.4362050074
669	0.4361608846
670	0.4361329428
671	0.4361019348
672	0.4360622964
673	0.4360278123
674	0.4359999534
675	0.4359554309
676	0.4359225254
677	0.4358955524
678	0.4358461677
679	0.4358116018
680	0.4357807615
681	0.4357413986
682	0.4356987806
683	0.4356564122
684	0.4356166822
685	0.4355913026
686	0.4355680736
687	0.4355365052
688	0.4355062852
689	0.4354729664
690	0.4354455232
691	0.4354125062
692	0.435346149
693	0.4353192161
694	0.4352919176
695	0.435260203
696	0.4352195837
697	0.4351795063
698	0.4351194682
699	0.4350781178
700	0.4350553037
701	0.4350296471
702	0.4349921698
703	0.4349639125
704	0.4349326256
705	0.4348997846
706	0.43486389
707	0.4348332256
708	0.4348005441
709	0.4347656278
710	0.4347395407
711	0.4347121513
712	0.4346867219
713	0.4346710222
714	0.4346290418
715	0.4346025507
716	0.434561971
717	0.4345391305
718	0.4345036872
719	0.434462887
720	0.4344138278
721	0.4343831898
722	0.4343577452
723	0.434312542
724	0.4342703209
725	0.4342222941
726	0.4341858496
727	0.4341674879
728	0.4341275786
729	0.4340926441
730	0.434050862
731	0.4340237268
732	0.4339865992
733	0.4339540254
734	0.433904085
735	0.4338755755
736	0.433838192
737	0.4338082909
738	0.4337732716
739	0.4337230968
740	0.433694987
741	0.4336635352
742	0.4336250959
743	0.4335918168
744	0.4335607647
745	0.4335302463
746	0.4334866257
747	0.4334420472
748	0.4334148278
749	0.4333786401
750	0.4333237138
751	0.43329149
752	0.4332569443
753	0.433216576
754	0.4331657246
755	0.4331488807
756	0.4331021725
757	0.4330675763
758	0.4330330511
759	0.4329778975
760	0.4329555111
761	0.4329186862
762	0.4328865855
763	0.4328490672
764	0.4328104047
765	0.4327854369
766	0.432759476
767	0.4327282311
768	0.4326941394
769	0.4326559357
770	0.4326202761
771	0.4325890481
772	0.432559457
773	0.4325349753
774	0.4324970988
775	0.4324751327
776	0.4324559207
777	0.4324363387
778	0.4324065582
779	0.4323735306
780	0.4323455685
781	0.4323008888
782	0.4322596147
783	0.4322269052
784	0.4321939999
785	0.4321752008
786	0.4321367737
787	0.4321145653
788	0.4320838369
789	0.4320594348
790	0.4320317274
791	0.43201776
792	0.4319981816
793	0.4319735617
794	0.4319341017
795	0.4319017461
796	0.4318497397
797	0.4318192263
798	0.4317788365
799	0.4317518165
800	0.4317132745
801	0.4316704879
802	0.4316327219
803	0.4316144496
804	0.4315805572
805	0.4315344419
806	0.4314966403
807	0.4314693497
808	0.431443415
809	0.4314117219
810	0.4313723533
811	0.4313377695
812	0.4312831434
813	0.4312562324
814	0.4312216478
815	0.431196298
816	0.431161133
817	0.431117037
818	0.4310858843
819	0.4310623786
820	0.4310270729
821	0.4310095255
822	0.4309759312
823	0.4309384121
824	0.4309008391
825	0.430869881
826	0.4308295177
827	0.4307989424
828	0.4307715124
829	0.4307262615
830	0.430701815
831	0.4306697554
832	0.4306413615
833	0.4306063497
834	0.4305703445
835	0.4305327529
836	0.4305058538
837	0.4304540558
838	0.4304131539
839	0.4303815324
840	0.4303510474
841	0.4303227493
842	0.4302930269
843	0.4302665147
844	0.4302287432
845	0.4301986335
846	0.4301468473
847	0.4301210086
848	0.430102699
849	0.4300838685
850	0.4300556152
851	0.4300212683
852	0.4299861691
853	0.4299498303
854	0.4299149604
855	0.4298874236
856	0.4298557448
857	0.429828199
858	0.4297954629
859	0.4297615195
860	0.4297358778
861	0.4297035517
862	0.4296707254
863	0.4296276651
864	0.4296026258
865	0.4295759318
866	0.4295507572
867	0.429524416
868	0.4294998691
869	0.4294612406
870	0.4294145993
871	0.4293800735
872	0.4293560847
873	0.4293225504
874	0.4292893248
875	0.4292566771
876	0.4292197187
877	0.4291814836
878	0.4291448194
879	0.4291164634
880	0.4290887339
881	0.4290433878
882	0.4290197437
883	0.428985028
884	0.4289458869
885	0.4289220959
886	0.4288903598
887	0.4288398889
888	0.4288135925
889	0.4287525733
890	0.4287046918
891	0.428674366
892	0.4286550921
893	0.4286206685
894	0.4285782432
895	0.4285325835
896	0.4285030074
897	0.428477388
898	0.4284502405
899	0.4284085529
900	0.4283640179
901	0.4283307557
902	0.42829747
903	0.428256078
904	0.4282231881
905	0.428188929
906	0.4281599255
907	0.4281284392
908	0.428096815
909	0.4280599862
910	0.4280216623
911	0.4280009354
912	0.4279707076
913	0.4279380465
914	0.4279021888
915	0.4278570684
916	0.4278432703
917	0.4278162119
918	0.4277683914
919	0.4277451583
920	0.4277042416
921	0.4276812086
922	0.4276512675
923	0.4276219002
924	0.4275742948
925	0.4275456644
926	0.4275205271
927	0.4274733772
928	0.4274372647
929	0.4274065342
930	0.4273931215
931	0.4273561425
932	0.4273123096
933	0.4272667443
934	0.4272538937
935	0.4272326126
936	0.4271987834
937	0.4271700743
938	0.4271317806
939	0.4271026394
940	0.4270701721
941	0.4270301081
942	0.4269973518
943	0.426958698
944	0.4269222858
945	0.4268903973
946	0.4268328531
947	0.4268046609
948	0.4267691361
949	0.4267439734
950	0.426719344
951	0.4266871156
952	0.4266528129
953	0.426615194
954	0.4265898591
955	0.4265602506
956	0.4265298083
957	0.4264808655
958	0.426443382
959	0.4264089009
960	0.4263650638
961	0.4263326837
962	0.4263047928
963	0.4262812938
964	0.4262408572
965	0.4262163189
966	0.4261797548
967	0.4261443577
968	0.4261151149
969	0.426091408
970	0.4260506905
971	0.4260195613
972	0.4259893408
973	0.425964581
974	0.4259281112
975	0.4258881619
976	0.4258475566
977	0.4258138935
978	0.4257964952
979	0.4257710885
980	0.4257323494
981	0.425708367
982	0.4256751324
983	0.4256468606
984	0.4256160048
985	0.4255917956
986	0.4255553994
987	0.4255373683
988	0.425506575
989	0.4254718161
990	0.4254373614
991	0.4254213986
992	0.4253994122
993	0.4253736818
994	0.4253486553
995	0.4253217109
996	0.4252917157
997	0.4252553147
998	0.4252353062
999	0.42520803
